1,1,1,Argentina,1,2,Arabia Saudita
2,1,1,Mexico,0,0,Polonia
3,1,1,Polonia,2,0,Arabia Saudita
4,1,1,Argentina,2,0,Mexico
5,1,1,Polonia,0,2,Argentina
6,1,1,Arabia Saudita,1,2,Mexico
7,2,2,Argentina,2,1,Australia
8,2,3,Argentina,2,2,Paises Bajos
9,2,4,Argentina,3,0,Croacia
10,2,5,Argentina,3,3,Francia
